deprivation,covid,logspend,spend
33.269,0,2.592203865,13.36
33.269,0,2.440770037,11.48
33.269,0,2.655136054,14.23
33.269,0,2.556145487,12.89
33.269,0,2.228862334,9.29
33.269,0,2.559553191,12.93
33.269,0,2.669262503,14.43
33.269,0,2.324669647,10.22
33.269,0,2.35223019,10.51
33.269,0,2.648183242,14.13
33.269,0,2.337653652,10.36
33.269,0,2.39608731,10.98
33.269,0,2.756478592,15.74
33.269,0,2.308513571,10.06
33.269,0,2.764716055,15.87
33.269,0,2.677524373,14.55
33.269,0,2.621861981,13.76
33.269,0,2.543065486,12.72
33.269,0,2.611241526,13.62
33.269,0,2.864634883,17.54
33.269,0,2.238032344,9.37
33.269,0,2.396395401,10.98
33.269,0,2.527514211,12.52
33.269,0,2.403910353,11.07
33.269,0,2.575498451,13.14
33.269,0,2.888447,17.97
33.269,0,2.037793334,7.67
33.269,0,2.435853585,11.43
33.269,0,2.327937622,10.26
33.269,0,2.679529386,14.58
35.441,0,2.455869354,11.66
35.441,0,2.317188146,10.15
35.441,0,2.482608395,11.97
35.441,0,2.412995068,11.17
35.441,0,2.496854871,12.14
35.441,0,2.387680719,10.89
35.441,0,2.55225211,12.84
35.441,0,2.678272605,14.56
35.441,0,2.690217684,14.73
35.441,0,2.644618352,14.08
35.441,0,2.751571044,15.67
35.441,0,2.600722939,13.47
35.441,0,2.504653543,12.24
35.441,0,2.862399427,17.5
35.441,0,2.584131418,13.25
35.441,0,2.305976963,10.03
35.441,0,2.32788777,10.26
35.441,0,2.716094628,15.12
35.441,0,2.730285772,15.34
35.441,0,2.876728217,17.76
35.441,0,2.59184181,13.35
35.441,0,2.669355667,14.43
35.441,0,2.356599022,10.55
35.441,0,2.385276686,10.86
35.441,0,2.510586323,12.31
35.441,0,2.504448305,12.24
35.441,0,2.619661257,13.73
35.441,0,2.445274421,11.53
35.441,0,2.515396015,12.37
35.441,0,2.751156494,15.66
35.441,0,2.326132442,10.24
35.441,0,2.387768098,10.89
35.441,0,2.564141248,12.99
35.441,0,3.075515737,21.66
35.441,0,2.259657033,9.58
35.441,0,2.640991266,14.03
35.441,0,2.385141025,10.86
35.441,0,2.293515042,9.91
35.441,0,2.390450239,10.92
35.441,0,2.269401167,9.67
35.441,0,2.681382449,14.61
35.441,0,2.438277416,11.45
35.441,0,2.289398779,9.87
35.441,0,2.4860746,12.01
35.441,0,2.587279918,13.29
35.441,0,2.759556844,15.79
35.441,0,2.777841748,16.08
35.441,0,2.467365179,11.79
35.441,0,2.690605083,14.74
35.441,0,2.533563318,12.6
35.441,0,2.78037758,16.13
35.441,0,2.071370291,7.94
35.441,0,2.332470368,10.3
35.441,0,2.452476656,11.62
35.441,0,2.837616864,17.08
35.441,0,2.499103866,12.17
35.441,0,2.873174899,17.69
35.441,0,2.49390763,12.11
35.441,0,2.504644345,12.24
35.441,0,2.429026302,11.35
35.441,0,2.702354863,14.91
35.441,0,3.24014313,25.54
35.441,0,2.48018099,11.94
35.441,0,2.74668456,15.59
35.441,0,2.727002137,15.29
35.441,0,2.591236507,13.35
35.441,0,2.479602755,11.94
35.441,0,2.953119572,19.17
35.441,0,2.750941959,15.66
35.441,0,2.707355688,14.99
35.441,0,2.615514884,13.67
35.441,0,2.687917332,14.7
35.441,0,2.711319526,15.05
35.441,0,2.831763104,16.98
35.441,0,2.631566713,13.9
35.441,0,2.726944272,15.29
35.441,0,2.379094321,10.8
35.441,0,2.347293503,10.46
35.441,0,2.714655447,15.1
35.441,0,2.330396044,10.28
35.441,0,2.533676661,12.6
35.441,0,2.259371159,9.58
35.441,0,2.509735717,12.3
35.441,0,3.054401688,21.21
35.441,0,2.468173027,11.8
35.441,0,2.782462842,16.16
35.441,0,2.638719961,14
35.441,0,2.372987092,10.73
35.441,0,2.551756781,12.83
35.441,0,2.363474106,10.63
35.441,0,2.118433424,8.32
35.441,0,2.313030886,10.11
35.441,0,2.424322088,11.29
35.441,0,2.564868694,13
35.441,0,2.5789647,13.18
35.441,0,2.881947761,17.85
35.441,0,2.409864909,11.13
35.441,0,2.483782551,11.99
35.441,0,2.716431669,15.13
35.441,0,2.452712138,11.62
28.723,0,3.08628562,21.9
28.723,0,2.752520961,15.68
28.723,0,2.822876011,16.83
28.723,0,2.603373963,13.51
28.723,0,2.498249086,12.16
28.723,0,2.686202072,14.68
28.723,0,2.43015264,11.36
28.723,0,2.540685416,12.69
28.723,0,2.559557081,12.93
28.723,0,2.516905013,12.39
28.723,0,2.629779865,13.87
28.723,0,3.431688705,30.93
28.723,0,2.850685643,17.3
28.723,0,2.864406572,17.54
28.723,0,2.786144866,16.22
28.723,0,2.954556045,19.19
28.723,0,2.864983778,17.55
28.723,0,2.188441789,8.92
28.723,0,2.713773607,15.09
28.723,0,2.420154384,11.25
28.723,0,2.999438795,20.07
28.723,0,2.525137398,12.49
28.723,0,2.885199661,17.91
28.723,0,2.848171277,17.26
28.723,0,3.124863121,22.76
28.723,0,2.186239233,8.9
28.723,0,2.55829593,12.91
28.723,0,2.967644414,19.45
28.723,0,2.477502742,11.91
28.723,0,2.459284296,11.7
28.723,0,3.061342944,21.36
28.723,0,2.777192851,16.07
28.723,0,2.488689019,12.05
28.723,0,3.06403147,21.41
28.723,0,2.391917462,10.93
28.723,0,2.484695918,12
28.723,0,2.613847701,13.65
28.723,0,2.507717755,12.28
28.723,0,2.904602014,18.26
28.723,0,2.648330381,14.13
28.723,0,2.850910058,17.3
28.723,0,2.60034294,13.47
28.723,0,2.667585328,14.41
28.723,0,2.740045338,15.49
28.723,0,2.715288449,15.11
28.723,0,2.450839473,11.6
28.723,0,2.534894738,12.62
28.723,0,2.727979111,15.3
28.723,0,2.821846222,16.81
28.723,0,2.763135353,15.85
28.723,0,2.652916761,14.2
28.723,0,2.981789894,19.72
28.723,0,3.062080818,21.37
28.723,0,2.704361135,14.94
28.723,0,2.395273721,10.97
28.723,0,2.779212821,16.11
28.723,0,2.66165272,14.32
28.723,0,2.73484651,15.41
28.723,0,2.714010483,15.09
28.723,0,2.84246501,17.16
28.723,0,2.846356302,17.22
28.723,0,2.632777987,13.91
28.723,0,2.468858121,11.81
28.723,0,2.459059375,11.69
28.723,0,2.335262554,10.33
28.723,0,2.713495785,15.08
28.723,0,2.520978046,12.44
28.723,0,2.687679775,14.7
28.723,0,2.774215824,16.03
28.723,0,2.738619435,15.47
28.723,0,2.401533995,11.04
28.723,0,2.445122283,11.53
28.723,0,2.63276761,13.91
28.723,0,2.500920044,12.19
28.723,0,3.093331164,22.05
28.723,0,3.106534306,22.34
28.723,0,2.749765648,15.64
28.723,0,2.977409686,19.64
28.723,0,2.785782941,16.21
28.723,0,2.668565418,14.42
28.723,0,2.769376861,15.95
28.723,0,2.812597139,16.65
28.723,0,2.430072307,11.36
28.723,0,2.687713598,14.7
28.723,0,2.5381331,12.66
28.723,0,2.640197535,14.02
28.723,0,3.067666138,21.49
28.723,0,2.949385173,19.09
28.723,0,2.549831101,12.8
28.723,0,2.375598063,10.76
28.723,0,2.401706034,11.04
28.723,0,2.672915396,14.48
28.723,0,3.050162311,21.12
28.723,0,2.690978889,14.75
28.723,0,2.23856371,9.38
28.723,0,2.402885177,11.06
28.723,0,2.544418395,12.74
28.723,0,2.820695749,16.79
28.723,0,2.817125996,16.73
28.723,0,2.916283645,18.47
47.213,0,2.501043825,12.2
47.213,0,2.442432174,11.5
47.213,0,2.560383356,12.94
47.213,0,2.138142434,8.48
47.213,0,2.319481642,10.17
47.213,0,2.712018428,15.06
47.213,0,2.71063756,15.04
47.213,0,2.565371023,13.01
47.213,0,2.535405869,12.62
47.213,0,2.546725661,12.77
47.213,0,2.516621512,12.39
47.213,0,2.981810861,19.72
47.213,0,2.933539841,18.79
47.213,0,2.687806248,14.7
47.213,0,2.411442145,11.15
47.213,0,2.51138694,12.32
47.213,0,2.905552295,18.28
47.213,0,2.722622458,15.22
47.213,0,2.588049436,13.3
47.213,0,2.218781417,9.2
47.213,0,2.760591525,15.81
47.213,0,2.683158062,14.63
47.213,0,2.309976126,10.07
47.213,0,2.325522535,10.23
47.213,0,2.535012614,12.62
47.213,0,2.335553478,10.34
47.213,0,2.311514671,10.09
47.213,0,2.523523605,12.47
47.213,0,2.50625193,12.26
47.213,0,2.396185411,10.98
47.213,0,2.511004889,12.32
47.213,0,2.431872802,11.38
47.213,0,2.22956689,9.3
47.213,0,2.681178211,14.6
47.213,0,2.57421447,13.12
47.213,0,2.647093445,14.11
47.213,0,2.516467845,12.38
47.213,0,2.218424989,9.19
47.213,0,2.738901667,15.47
47.213,0,2.556313925,12.89
47.213,0,2.440031811,11.47
47.213,0,2.554553838,12.87
47.213,0,2.420373144,11.25
47.213,0,2.797897946,16.41
47.213,0,2.470840715,11.83
47.213,0,2.314635389,10.12
47.213,0,2.397174718,10.99
47.213,0,2.141088791,8.51
47.213,0,2.495053238,12.12
47.213,0,2.372612116,10.73
47.213,0,2.445608849,11.54
47.213,0,2.404427562,11.07
47.213,0,2.445580429,11.54
47.213,0,2.581486303,13.22
47.213,0,2.514751159,12.36
47.213,0,2.393514564,10.95
47.213,0,2.536584764,12.64
47.213,0,2.214529182,9.16
47.213,0,2.652754266,14.19
47.213,0,2.446426736,11.55
47.213,0,2.366738736,10.66
47.213,0,2.101492911,8.18
47.213,0,2.74035716,15.49
47.213,0,2.483267446,11.98
47.213,0,2.5291013,12.54
47.213,0,2.606258978,13.55
47.213,0,2.546478312,12.76
47.213,0,2.619463086,13.73
47.213,0,2.465225442,11.77
47.213,0,2.544274175,12.73
47.213,0,2.678477741,14.56
47.213,0,2.462644599,11.74
47.213,0,2.487935679,12.04
47.213,0,2.635442054,13.95
47.213,0,2.617216756,13.7
47.213,0,2.3375755,10.36
47.213,0,2.455430889,11.65
47.213,0,2.852960372,17.34
47.213,0,2.666185762,14.38
47.213,0,2.446632673,11.55
47.213,0,2.649983923,14.15
47.213,0,2.574629243,13.13
47.213,0,2.438506303,11.46
47.213,0,2.563615944,12.98
47.213,0,2.201508308,9.04
47.213,0,2.586997027,13.29
47.213,0,2.735288729,15.41
47.213,0,2.52595502,12.5
47.213,0,2.430757213,11.37
47.213,0,2.411912264,11.16
47.213,0,2.883695886,17.88
47.213,0,2.658081716,14.27
47.213,0,2.879164763,17.8
47.213,0,2.850525983,17.3
47.213,0,2.47288208,11.86
47.213,0,2.43011995,11.36
47.213,0,2.370913831,10.71
47.213,0,2.152095451,8.6
47.213,0,2.587503396,13.3
47.213,0,2.506648654,12.26
35.294,0,2.687280697,14.69
35.294,0,2.859272706,17.45
35.294,0,2.578834315,13.18
35.294,0,2.463261236,11.74
35.294,0,2.532227259,12.58
35.294,0,2.247450169,9.46
35.294,0,2.570091349,13.07
35.294,0,2.545900068,12.75
35.294,0,2.564543351,12.99
35.294,0,2.755144789,15.72
35.294,0,2.307968793,10.05
35.294,0,2.481039482,11.95
35.294,0,2.452925201,11.62
35.294,0,2.569464994,13.06
35.294,0,2.58765083,13.3
35.294,0,2.497485884,12.15
35.294,0,2.33870915,10.37
35.294,0,2.205274644,9.07
35.294,0,2.642229471,14.04
35.294,0,2.203275754,9.05
35.294,0,2.852455992,17.33
35.294,0,2.88242441,17.86
35.294,0,2.439786961,11.47
35.294,0,2.559801603,12.93
35.294,0,2.244182585,9.43
35.294,0,2.066131892,7.89
35.294,0,2.521659909,12.45
35.294,0,2.363905569,10.63
35.294,0,2.635548917,13.95
35.294,0,2.624840033,13.8
35.294,0,2.448180979,11.57
35.294,0,2.339868779,10.38
35.294,0,2.32772096,10.25
35.294,0,2.863914388,17.53
35.294,0,2.460527468,11.71
35.294,0,2.724333809,15.25
35.294,0,2.502050673,12.21
35.294,0,2.318391433,10.16
35.294,0,2.461269934,11.72
35.294,0,2.567756217,13.04
35.294,0,2.518878903,12.41
35.294,0,2.599613002,13.46
35.294,0,2.664911181,14.37
35.294,0,2.574543848,13.13
35.294,0,2.401394174,11.04
35.294,0,2.34655752,10.45
35.294,0,2.879916598,17.81
35.294,0,2.624067809,13.79
35.294,0,2.643231589,14.06
35.294,0,2.60767238,13.57
35.294,0,2.37800197,10.78
35.294,0,2.952564006,19.16
35.294,0,2.919321877,18.53
35.294,0,2.213612176,9.15
35.294,0,2.780641529,16.13
35.294,0,2.388701951,10.9
35.294,0,2.367344599,10.67
35.294,0,2.498649452,12.17
35.294,0,2.587111998,13.29
35.294,0,2.45528589,11.65
35.294,0,2.939897316,18.91
35.294,0,2.235435784,9.35
35.294,0,2.885925482,17.92
35.294,0,2.67533429,14.52
35.294,0,2.389791504,10.91
35.294,0,2.578370221,13.18
35.294,0,2.772470782,16
35.294,0,2.502729283,12.22
35.294,0,2.657393542,14.26
35.294,0,2.460724925,11.71
35.294,0,2.561448235,12.95
35.294,0,2.920397899,18.55
35.294,0,2.769784594,15.96
35.294,0,2.622519896,13.77
35.294,0,2.461522645,11.72
35.294,0,2.373753606,10.74
35.294,0,2.471292462,11.84
35.294,0,2.278585685,9.76
35.294,0,2.281343803,9.79
35.294,0,2.311888346,10.09
35.294,0,2.394462592,10.96
35.294,0,2.31916325,10.17
35.294,0,2.439019422,11.46
35.294,0,2.498426155,12.16
35.294,0,2.560306886,12.94
35.294,0,2.749406293,15.63
35.294,0,2.392413044,10.94
35.294,0,2.34426216,10.43
35.294,0,2.606722491,13.55
35.294,0,2.651407659,14.17
35.294,0,2.517165742,12.39
35.294,0,2.011383314,7.47
35.294,0,2.472246465,11.85
35.294,0,2.268857226,9.67
35.294,0,2.539905754,12.68
35.294,0,2.343218528,10.41
35.294,0,2.420866846,11.26
35.294,0,2.891962661,18.03
35.294,0,2.372917848,10.73
35.294,0,2.622776003,13.77
41.092,0,2.287151695,9.85
41.092,0,2.64307102,14.06
41.092,0,2.335394956,10.33
41.092,0,2.631398197,13.89
41.092,0,2.667310225,14.4
41.092,0,2.697065877,14.84
41.092,0,2.847917018,17.25
41.092,0,2.285605641,9.83
41.092,0,2.369335047,10.69
41.092,0,2.652218588,14.19
41.092,0,2.472763346,11.86
41.092,0,2.474833018,11.88
41.092,0,2.397116349,10.99
41.092,0,2.486916085,12.02
41.092,0,2.888812932,17.97
41.092,0,2.502100135,12.21
41.092,0,2.312374742,10.1
41.092,0,2.583564418,13.24
41.092,0,2.313159102,10.11
41.092,0,2.979615172,19.68
41.092,0,2.369533395,10.69
41.092,0,2.233974707,9.34
41.092,0,2.574405049,13.12
41.092,0,2.521317484,12.44
41.092,0,2.006443584,7.44
41.092,0,2.633484223,13.92
41.092,0,2.6242302,13.79
41.092,0,2.141368172,8.51
41.092,0,2.829599574,16.94
41.092,0,2.442923751,11.51
41.092,0,2.803237187,16.5
41.092,0,2.440295779,11.48
41.092,0,2.912624582,18.41
41.092,0,2.530556373,12.56
41.092,0,2.631770621,13.9
41.092,0,2.199676262,9.02
41.092,0,2.474838568,11.88
41.092,0,2.450055326,11.59
41.092,0,2.733990866,15.39
41.092,0,3.071648925,21.58
41.092,0,2.289838284,9.87
41.092,0,2.577479001,13.16
41.092,0,2.545548522,12.75
41.092,0,2.393015598,10.95
41.092,0,2.368437894,10.68
41.092,0,2.860400332,17.47
41.092,0,2.581061369,13.21
41.092,0,2.568824537,13.05
41.092,0,2.118922897,8.32
41.092,0,2.920503927,18.55
41.092,0,2.515500503,12.37
41.092,0,2.913244777,18.42
41.092,0,2.105660175,8.21
41.092,0,2.066325955,7.9
41.092,0,2.350752037,10.49
41.092,0,2.405298007,11.08
41.092,0,2.386394144,10.87
41.092,0,2.680739268,14.6
41.092,0,2.702806803,14.92
41.092,0,2.235653724,9.35
41.092,0,2.348608046,10.47
41.092,0,3.09914934,22.18
41.092,0,2.320114922,10.18
41.092,0,2.441112031,11.49
41.092,0,2.590738088,13.34
41.092,0,2.225394944,9.26
41.092,0,2.46127932,11.72
41.092,0,2.186611714,8.9
41.092,0,2.32893175,10.27
41.092,0,2.855326249,17.38
41.092,0,2.808820074,16.59
41.092,0,2.491663959,12.08
41.092,0,2.165568753,8.72
41.092,0,2.220146171,9.21
41.092,0,2.400149235,11.02
41.092,0,2.359547006,10.59
41.092,0,2.591699264,13.35
41.092,0,2.284677162,9.82
41.092,0,2.765995302,15.89
41.092,0,2.708498703,15.01
41.092,0,2.783202599,16.17
41.092,0,2.561200401,12.95
41.092,0,2.697461334,14.84
41.092,0,2.585495602,13.27
41.092,0,2.458952298,11.69
41.092,0,2.262472501,9.61
41.092,0,2.770230967,15.96
41.092,0,2.575694965,13.14
41.092,0,2.823673491,16.84
41.092,0,2.541693171,12.7
41.092,0,2.326580141,10.24
41.092,0,2.521354894,12.45
41.092,0,2.55853329,12.92
41.092,0,2.38568009,10.87
41.092,0,2.761551165,15.82
41.092,0,2.444999561,11.53
41.092,0,2.305321561,10.03
41.092,0,2.34579788,10.44
41.092,0,2.296374589,9.94
41.092,0,2.623718331,13.79
31.386,0,2.367257052,10.67
31.386,0,2.842278087,17.15
31.386,0,2.642901861,14.05
31.386,0,2.712987534,15.07
31.386,0,2.586862604,13.29
31.386,0,2.413228412,11.17
31.386,0,2.738015841,15.46
31.386,0,2.507234225,12.27
31.386,0,2.453237342,11.63
31.386,0,2.657800492,14.26
31.386,0,2.874509157,17.72
31.386,0,2.482034975,11.97
31.386,0,2.583258432,13.24
31.386,0,2.746476359,15.59
31.386,0,2.647928123,14.12
31.386,0,2.65902907,14.28
31.386,0,2.563938512,12.99
31.386,0,2.994453357,19.97
31.386,0,2.905221993,18.27
31.386,0,2.624697865,13.8
31.386,0,2.457313109,11.67
31.386,0,2.461229774,11.72
31.386,0,2.797168542,16.4
31.386,0,2.409238823,11.13
31.386,0,2.31794609,10.15
31.386,0,2.456439743,11.66
31.386,0,2.982206406,19.73
31.386,0,2.296773301,9.94
31.386,0,2.715636244,15.11
31.386,0,2.38582558,10.87
31.386,0,2.676605017,14.54
31.386,0,2.611237043,13.62
31.386,0,2.774424999,16.03
31.386,0,2.576762947,13.15
31.386,0,2.588625754,13.31
31.386,0,2.331155166,10.29
31.386,0,2.969255203,19.48
31.386,0,2.578860303,13.18
31.386,0,2.453138191,11.62
31.386,0,2.929088915,18.71
31.386,0,2.713175298,15.08
31.386,0,2.826002704,16.88
31.386,0,2.676385218,14.53
31.386,0,2.482100945,11.97
31.386,0,2.596312286,13.41
31.386,0,2.587692321,13.3
31.386,0,2.736282516,15.43
31.386,0,2.383255899,10.84
31.386,0,2.596038615,13.41
31.386,0,2.474950389,11.88
31.386,0,2.614812378,13.66
31.386,0,2.530502298,12.56
31.386,0,2.602050312,13.49
31.386,0,2.537474556,12.65
31.386,0,2.434892983,11.41
31.386,0,2.655405481,14.23
31.386,0,2.433489802,11.4
31.386,0,2.283427606,9.81
31.386,0,2.985771919,19.8
31.386,0,2.526631079,12.51
31.386,0,2.888459329,17.97
31.386,0,2.270860774,9.69
31.386,0,2.363818142,10.63
31.386,0,2.626941178,13.83
31.386,0,2.506719494,12.26
31.386,0,2.558979524,12.92
31.386,0,2.822861061,16.82
31.386,0,2.415234974,11.19
31.386,0,2.632724197,13.91
31.386,0,2.951708762,19.14
31.386,0,2.44072541,11.48
31.386,0,2.438786843,11.46
31.386,0,2.357514901,10.56
